0.0036477337415321675, 0.0031317202700014363, 0.000501818972528627, 1.419449900210412e-05
1.4783521732877659e-05, 1.133592733778593e-05, 6.026792691502781e-07, 2.844915125941451e-06
0.0005256933663952243, 0.0001007604845867389, 1.3513025407539129e-06, 0.00042358157926773157
0.0005163881284174904, 0.00010812569977529946, 4.469730871443675e-06, 0.00040379269777074725
0.0002094630178959039, 7.459627896515407e-05, 1.3328981426011328e-05, 0.00012153775750473853
1.7583895276166567e-05, 1.0572264252828874e-05, 1.8943032121552635e-06, 5.117327811182431e-06
9.945550287114177e-05, 2.3188165163302328e-05, 8.677968827689019e-07, 7.539954082507055e-05
0.00016288020929840056, 4.144989924626055e-05, 1.1556523033016666e-06, 0.00012027465774883834
8.187616321914238e-05, 3.257268260312965e-05, 3.7481382915130036e-06, 4.555534232449973e-05
9.393385375895487e-05, 2.9597160797141828e-05, 1.50303050108751e-06, 6.283366246072553e-05
3.819114519496231e-05, 7.530360010100914e-06, 5.251101582129662e-07, 3.0135675026648427e-05
0.00020343984190629717, 6.358616970099002e-05, 1.449639733484645e-06, 0.0001384040324718225
1.0086759770160773e-05, 6.325353958454306e-06, 1.5341155911079367e-06, 2.2272902205985308e-06
0.00026858248547927984, 4.545024718172007e-05, 2.1468961512311886e-07, 0.00022291754868243664
3.4347316144466314e-05, 1.1940546296741103e-05, 8.079287425087966e-07, 2.1598841105216416e-05
0.00041375047063584307, 0.00014046193451418523, 6.769053701450759e-07, 0.00027261163075151273
0.00014111666353911568, 2.8701067427403503e-05, 1.7575779347853818e-06, 0.00011065801817692678
2.4053283881093764e-05, 1.0443888213953498e-05, 1.0954211527943018e-06, 1.2513974514345964e-05
0.00019015856379374656, 9.988561521024195e-05, 7.276922061798068e-07, 8.954525637732482e-05
5.151452744430717e-05, 3.786868001843002e-05, 2.330572557002041e-06, 1.1315274868875114e-05
0.1283430795179209, 0.11837686047001478, 0.009707690622189399, 0.00025852842571673097
0.0002598547172740005, 0.00023836081772112943, 4.078728531742879e-06, 1.741517102112818e-05
6.073676299375647e-05, 2.594907392822199e-05, 2.7581599969474625e-06, 3.202952906858702e-05
6.517937410177057e-05, 4.517583209273213e-05, 2.7565044348918033e-06, 1.7247037574146627e-05
0.000116031118261615, 4.7238263525727536e-05, 1.0079371604814425e-06, 6.778491757540602e-05
2.997187480825014e-05, 8.222932546766274e-06, 4.3873093254724634e-07, 2.1310211328936617e-05
0.0004248031006156999, 0.00017431454168132904, 1.8746704892757889e-06, 0.0002486138884450951
0.00010889189263316378, 6.578326415364471e-05, 6.472601148330154e-06, 3.6636027331188913e-05
6.488201496909779e-05, 1.9226417819220057e-05, 9.58811910639616e-07, 4.469678523923811e-05
1.583901017628768e-05, 1.1538965059784068e-05, 4.819483609328341e-07, 3.818096755570778e-06
0.0001944202315232641, 0.0001372212503621089, 2.3916651094766192e-05, 3.3282330066389e-05
0.0009348664882019599, 0.0009233786274770611, 2.585392990411521e-06, 8.902467734487278e-06
2.3162303602662185e-05, 6.723040028715681e-06, 1.441351656775254e-07, 1.629512840826898e-05
0.00011360917599057238, 7.11984727975732e-05, 7.426923802070662e-06, 3.49837793909285e-05
2.5147897059489525e-05, 9.650165193090595e-06, 3.15309553385155e-07, 1.5182422313013774e-05
